Orthogroup	Best Gene Name	Gene Name Occurrences
OG0000064	DNA topoisomerase (ATP-hydrolyzing) subunit B	{'DNA topoisomerase 4 subunit B': 21, 'DNA topoisomerase IV subunit B': 44, 'DNA gyrase subunit B': 25, 'type IIA DNA topoisomerase subunit B': 2, 'DNA topoisomerase (ATP-hydrolyzing) subunit B': 46}
OG0000065	MetQ/NlpA family ABC transporter substrate-binding protein	{'MetQ/NlpA family ABC transporter substrate-binding protein': 87, 'D-methionine-binding lipoprotein MetQ': 12, 'Membrane lipoprotein TpN32 precursor': 2, 'putative D-methionine-binding lipoprotein MetQ precursor': 9, 'Lipoprotein 28 precursor': 3, 'Methionine-binding lipoprotein MetQ precursor': 8, 'methionine ABC transporter substrate-binding protein': 2, 'D-methionine-binding lipoprotein MetQ precursor': 14, 'Methionine-binding lipoprotein MetQ': 1}
OG0000066	PadR family transcriptional regulator	{'PadR family transcriptional regulator': 106, 'hypothetical protein': 3, 'helix-turn-helix transcriptional regulator': 1, 'Transcriptional regulator PadR-like family protein': 18, 'lineage-specific thermal regulator protein': 10}
OG0000067	MerR family transcriptional regulator	{'zinc-responsive transcriptional regulator': 1, 'MerR family transcriptional regulator': 93, 'HTH-type transcriptional regulator AdhR': 38, 'HTH-type transcriptional regulator CueR': 2, 'putative HTH-type transcriptional regulator': 2, 'hypothetical protein': 2}
OG0000068	copper-translocating P-type ATPase	{'heavy metal translocating P-type ATPase': 2, 'putative copper-importing P-type ATPase A': 5, 'cadmium-translocating P-type ATPase': 1, 'copper-translocating P-type ATPase': 79, 'copper-translocating P-type ATPase, partial': 1, 'Copper-exporting P-type ATPase A': 18, 'Copper-exporting P-type ATPase B': 28, 'Silver exporting P-type ATPase': 4}
OG0000069	hypothetical protein	{'alpha-galactosidase': 4, 'hypothetical protein': 134}
OG0000070	tyrosine recombinase XerC	{'tyrosine recombinase XerC': 46, 'site-specific integrase': 1, 'site-specific tyrosine recombinase XerD': 46, 'Tyrosine recombinase XerC': 18, 'Tyrosine recombinase XerD': 25, 'site-specific tyrosine recombinase XerC': 1}
OG0000071	helix-turn-helix transcriptional regulator	{'HTH-type transcriptional regulator SinR': 1, 'Helix-turn-helix domain protein': 16, 'helix-turn-helix domain-containing protein': 11, 'Lactococcus bacteriophage repressor': 3, 'helix-turn-helix transcriptional regulator': 76, 'Helix-turn-helix': 4, 'HTH-type transcriptional regulator Xre': 5, 'hypothetical protein': 6, 'transcriptional repressor DicA': 3, 'HTH-type transcriptional regulator ImmR': 11}
OG0000072	ABC transporter ATP-binding protein	{'Multidrug resistance ABC transporter ATP-binding and permease protein': 3, 'putative multidrug resistance ABC transporter ATP-binding/permease protein YheI': 6, 'ABC transporter ATP-binding protein': 91, 'Lipid A export ATP-binding/permease protein MsbA': 4, 'Putative multidrug export ATP-binding/permease protein': 11, 'putative ABC transporter ATP-binding protein': 21}
OG0000073	50S ribosomal protein L33	{'50S ribosomal protein L33': 93, '50S ribosomal protein L33 2': 16, '50S ribosomal protein L33 1': 27}
OG0000074	site-specific integrase	{'Putative prophage phiRv2 integrase': 6, 'site-specific integrase': 100, 'site-specific tyrosine recombinase XerD': 1, 'Tyrosine recombinase XerC': 5, 'Transposase from transposon Tn916': 11, 'hypothetical protein': 1, 'Tyrosine recombinase XerD': 7, 'site-specific tyrosine recombinase XerC': 5}
OG0000075	IS5-like element ISLca2 family transposase	{'IS5-like element ISLrh2 family transposase': 23, 'IS5 family transposase': 34, 'IS5-like element ISLca2 family transposase': 70, 'IS5-like element ISLca2 family transposase, partial': 9}
OG0000076	AI-2E family transporter	{'hypothetical protein': 9, 'AI-2 transport protein TqsA': 12, 'pheromone autoinducer 2 transporter': 23, 'AI-2E family transporter': 91}
OG0000077	amino acid ABC transporter permease	{'putative glutamine ABC transporter permease protein GlnM': 19, 'putative glutamine ABC transporter permease protein GlnP': 15, 'ectoine/hydroxyectoine ABC transporter permease subunit EhuD': 1, 'L-cystine transport system permease protein YecS': 1, 'L-cystine transport system permease protein TcyB': 1, 'Inner membrane amino-acid ABC transporter permease protein YecS': 2, 'Glutamate/aspartate transport system permease protein GltK': 1, 'amino acid ABC transporter permease': 94, 'Arginine transport system permease protein ArtQ': 1}
OG0000078	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	{'23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD': 88, 'class I SAM-dependent RNA methyltransferase': 2, 'putative RNA methyltransferase/cg2084': 3, '23S rRNA (uracil-C(5))-methyltransferase RlmCD': 36, 'putative RNA methyltransferase': 3}
OG0000079	NAD(P)/FAD-dependent oxidoreductase	{'Glutathione reductase': 3, 'NAD(P)/FAD-dependent oxidoreductase, partial': 11, 'Dihydrolipoyl dehydrogenase': 5, 'Glutathione amide reductase': 25, 'NAD(P)/FAD-dependent oxidoreductase': 87}
OG0000080	phosphate ABC transporter ATP-binding protein	{'phosphate ABC transporter ATP-binding protein': 90, 'Phosphate import ATP-binding protein PstB 3': 40, 'Phosphate import ATP-binding protein PstB': 1}
OG0000081	ABC transporter ATP-binding protein	{'ABC transporter ATP-binding protein, partial': 2, 'ATP-binding cassette domain-containing protein, partial': 1, 'Choline transport ATP-binding protein OpuBA': 8, 'Carnitine transport ATP-binding protein OpuCA': 13, 'ABC transporter ATP-binding protein': 49, 'ATP-binding cassette domain-containing protein': 2, 'Glycine betaine/carnitine transport ATP-binding protein GbuA': 2, 'Glycine betaine/carnitine/choline transport ATP-binding protein OpuCA': 7, 'Putative osmoprotectant uptake system ATP-binding protein YehX': 2, 'betaine/proline/choline family ABC transporter ATP-binding protein': 44}
OG0000082	C1 family peptidase	{'Aminopeptidase C': 22, 'Aminopeptidase E': 16, 'C1 family peptidase': 92}
OG0000083	replication initiator protein A	{'replication initiator protein A, partial': 1, 'replication initiator protein A': 70, 'hypothetical protein': 21, 'replication protein': 37}
OG0000084	ABC transporter permease	{'Choline transport system permease protein OpuBB': 3, 'Carnitine transport permease protein OpuCD': 5, 'Putative osmoprotectant uptake system permease protein YehY': 4, 'Riboflavin transport system permease protein RibX': 1, 'Glycine betaine/carnitine/choline transport system permease protein OpuCB': 4, 'Carnitine transport permease protein OpuCB': 14, 'ABC transporter permease': 94, 'Glycine betaine/carnitine/choline transport system permease protein OpuCD': 4}
OG0000085	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	{'Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase': 27, 'hydroxymethylpyrimidine/phosphomethylpyrimidine kinase': 2, 'bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase': 85, 'Pyridoxine kinase': 14}
OG0000086	TetR/AcrR family transcriptional regulator	{'TetR/AcrR family transcriptional regulator, partial': 1, 'HTH-type transcriptional regulator BetI': 1, 'Nucleoid occlusion factor SlmA': 1, 'putative HTH-type transcriptional regulator TtgW': 1, 'putative HTH-type transcriptional regulator YfiR': 1, 'HTH-type transcriptional regulator RutR': 4, 'Fatty acid metabolism regulator protein': 1, 'HTH-type transcriptional repressor KstR2': 2, 'DNA-binding transcriptional repressor AcrR': 1, 'HTH-type transcriptional repressor Bm3R1': 6, 'HTH-type transcriptional repressor KstR': 1, 'HTH-type transcriptional repressor ComR': 2, 'HTH-type transcriptional regulator MtrR': 1, 'putative HTH-type transcriptional regulator YvdT': 1, 'HTH-type transcriptional regulator AcrR': 1, 'TetR/AcrR family transcriptional regulator': 99, 'HTH-type transcriptional regulator QacR': 1, 'HTH-type transcriptional regulator TtgR': 1, 'Bacterial regulatory proteins, tetR family': 2}
OG0000087	IS3 family transposase	{'transposase family protein, partial': 4, 'IS3 family transposase, partial': 4, 'hypothetical protein': 13, 'Integrase core domain protein': 4, 'transposase, partial': 35, 'IS3 family transposase': 66, 'transposase family protein': 2}
OG0000088	peptide-methionine (S)-S-oxide reductase MsrA	{'Peptide methionine sulfoxide reductase MsrA': 28, 'peptide-methionine (S)-S-oxide reductase MsrA': 90, 'Peptide methionine sulfoxide reductase MsrA 2': 7, 'Peptide methionine sulfoxide reductase MsrA 1': 1}
OG0000089	beta-lactamase family protein	{'serine hydrolase': 29, 'beta-lactamase family protein': 67, 'D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH precursor': 2, 'Beta-lactamase': 2, 'hypothetical protein': 3, 'beta-lactam binding protein AmpH': 1, 'Putative penicillin-binding protein PbpX': 19, 'D-alanyl-D-alanine carboxypeptidase precursor': 3}
OG0000090	cardiolipin synthase	{'phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase family protein': 2, 'Major cardiolipin synthase ClsA': 23, 'Cardiolipin synthase': 12, 'cardiolipin synthase': 89}
OG0000091	ABC transporter ATP-binding protein	{'ABC transporter ATP-binding protein YxdL': 2, 'ABC transporter ATP-binding protein YtrE': 6, 'Bacitracin export ATP-binding protein BceA': 1, 'AAA family ATPase': 1, 'ABC transporter ATP-binding protein': 97, 'Lipoprotein-releasing system ATP-binding protein LolD': 3, 'Putative hemin import ATP-binding protein HrtA': 12, 'hypothetical protein': 1, 'Macrolide export ATP-binding/permease protein MacB': 2}
OG0000092	ABC transporter ATP-binding protein	{'hypothetical protein': 7, 'ABC transporter ATP-binding protein': 118}
OG0000093	Hsp20/alpha crystallin family protein	{'Acid shock protein': 14, 'Spore protein SP21': 1, '18 kDa heat shock protein': 15, 'Hsp20/alpha crystallin family protein': 94}
OG0000094	replication-associated recombination protein A	{'replication-associated recombination protein A': 90, 'putative AAA domain-containing protein': 3, 'Replication-associated recombination protein A': 31}
OG0000095	dihydrolipoyl dehydrogenase	{'Glutathione reductase': 1, 'mycothione reductase': 2, 'NAD(P)H dehydrogenase (quinone)': 1, 'Dihydrolipoyl dehydrogenase': 26, 'NAD(P)H-quinone dehydrogenase': 1, 'dihydrolipoyl dehydrogenase': 89, 'Mycothione reductase': 3, 'Mercuric reductase': 1}
OG0000096	gluconokinase	{'xylulokinase': 12, 'gluconokinase': 44, 'xylulose kinase': 18, 'Ribulokinase': 4, 'Glycerol kinase': 2, 'Xylulose kinase': 41, 'hypothetical protein': 1, 'autoinducer-2 kinase': 1}
OG0000097	IS3 family transposase, partial	{'DDE-type integrase/transposase/recombinase': 3, 'IS3 family transposase, partial': 53, 'DDE-type integrase/transposase/recombinase, partial': 2, 'Transposase': 2, 'hypothetical protein': 4, 'transposase, partial': 17, 'Integrase core domain protein': 1, 'IS3 family transposase': 41}
OG0000098	oxygen-insensitive NADPH nitroreductase	{'IS6 family transposase, partial': 44, 'oxygen-insensitive NADPH nitroreductase, partial': 19, 'oxygen-insensitive NADPH nitroreductase': 60}
OG0000099	aspartate kinase	{'Aspartokinase 3': 26, 'Aspartokinase': 6, 'aspartate kinase': 90}
OG0000100	dihydroorotate oxidase	{'Dihydroorotate dehydrogenase (quinone)': 2, 'dihydroorotate oxidase': 44, 'NAD-dependent dihydropyrimidine dehydrogenase subunit PreA': 2, 'Dihydroorotate dehydrogenase A (fumarate)': 8, 'dihydroorotate dehydrogenase': 42, 'Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit': 21, 'dihydroorotate dehydrogenase-like protein': 2, 'putative dihydroorotate dehydrogenase A (fumarate)': 1}
OG0000101	nicotinate phosphoribosyltransferase	{'Nicotinate phosphoribosyltransferase pncB2': 28, 'Nicotinate phosphoribosyltransferase pncB1': 3, 'nicotinate phosphoribosyltransferase': 90}
OG0000102	glycerol kinase GlpK	{'glycerol kinase, partial': 1, 'glycerol kinase GlpK, partial': 2, 'glycerol kinase GlpK': 88, 'Glycerol kinase': 30}
OG0000103	zinc-binding alcohol dehydrogenase family protein	{'Zinc-type alcohol dehydrogenase-like protein': 29, 'Quinone oxidoreductase 1': 3, 'Acrylyl-CoA reductase AcuI': 1, 'zinc-binding alcohol dehydrogenase family protein': 35, 'zinc-binding dehydrogenase': 30, 'NADP-dependent oxidoreductase': 20, 'hypothetical protein': 1}
OG0000104	DNA-3-methyladenine glycosylase I	{'DNA-3-methyladenine glycosylase 1': 30, 'DNA-3-methyladenine glycosylase I': 89}
OG0000105	RNA-binding protein S1	{'General stress protein 13': 28, 'RNA-binding protein S1': 44, '30S ribosomal protein S1': 3, 'S1 RNA-binding domain-containing protein': 44}
OG0000106	GntR family transcriptional regulator	{'FadR family transcriptional regulator': 1, 'Putative L-lactate dehydrogenase operon regulatory protein': 3, 'HTH-type transcriptional regulator LutR': 1, 'HTH-type transcriptional repressor YvoA': 29, 'Mannosyl-D-glycerate transport/metabolism system repressor MngR': 2, 'putative HTH-type transcriptional regulator YydK': 1, 'putative HTH-type transcriptional regulator YurK': 2, 'GntR family transcriptional regulator': 66, 'HTH-type transcriptional repressor YtrA': 1, 'HTH-type transcriptional regulator GmuR': 11, 'HTH-type transcriptional regulator FrlR': 1, 'FCD domain-containing protein': 1}
OG0000107	aminotransferase class V-fold PLP-dependent enzyme	{'PLP-dependent transferase': 5, 'Cystathionine gamma-lyase': 1, 'O-succinylhomoserine (thiol)-lyase': 2, 'Cystathionine beta-lyase': 5, 'Cystathionine gamma-synthase': 19, 'Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase': 13, 'aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme': 32, 'Cystathionine beta-lyase MetC': 3, 'aminotransferase class V-fold PLP-dependent enzyme': 35, 'Methionine gamma-lyase': 3}
OG0000108	glucose 1-dehydrogenase	{'3-beta-hydroxysteroid dehydrogenase': 3, 'Putative ketoacyl reductase': 2, 'glucose 1-dehydrogenase': 43, 'putative oxidoreductase YghA': 10, 'Glucose 1-dehydrogenase 1': 2, 'putative oxidoreductase UxuB': 1, 'General stress protein 39': 2, 'Cyclopentanol dehydrogenase': 4, 'Glucose 1-dehydrogenase': 2, 'Diacetyl reductase': 17, 'Dihydroanticapsin 7-dehydrogenase': 1, 'L-2,3-butanediol dehydrogenase': 3, 'putative 2,4-dienoyl-CoA reductase': 1, '2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase': 1, 'Glucose 1-dehydrogenase 4': 5, '3-oxoacyl-[acyl-carrier-protein] reductase FabG': 9, 'Glucose 1-dehydrogenase 2': 1, 'SDR family oxidoreductase': 8, '3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase': 2, 'Levodione reductase': 1}
OG0000109	elongation factor P	{'Elongation factor P': 31, 'elongation factor P': 87}
OG0000110	site-specific integrase	{'Putative prophage phiRv2 integrase': 6, 'site-specific integrase': 70, 'Putative defective protein IntQ': 2, 'Tyrosine recombinase XerC': 7, 'Transposase from transposon Tn916': 16, 'Phage integrase family protein': 2, 'hypothetical protein': 5, 'Tyrosine recombinase XerD': 7, 'site-specific tyrosine recombinase XerC': 2, 'Putative prophage CPS-53 integrase': 1}
OG0000111	beta-lactamase family protein	{'serine hydrolase': 12, 'putative periplasmic esterase': 2, 'beta-lactamase family protein': 76, 'Penicillin-binding protein 4*': 4, 'Esterase EstB': 2, 'D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH precursor': 3, 'hypothetical protein': 1, 'Putative penicillin-binding protein PbpX': 14, 'D-alanyl-D-alanine carboxypeptidase precursor': 4}
OG0000112	PTS sugar transporter subunit IIA	{'PTS system mannose-specific EIIBCA component': 1, 'PTS system galactitol-specific EIIA component': 3, 'Mannitol-specific phosphotransferase enzyme IIA component': 1, 'Heat-responsive suppressor HrsA': 4, 'PTS sugar transporter subunit IIA': 101, 'PTS system galactitol-specific transporter subunit IIA': 8}
OG0000113	alpha/beta hydrolase	{'alpha/beta hydrolase': 91, 'alpha/beta hydrolase fold protein': 1, 'Lipase 2': 3, 'hypothetical protein': 2, 'Carboxylesterase NlhH': 16, 'acetyl esterase': 2, 'Monoterpene epsilon-lactone hydrolase': 2}
OG0000114	sugar O-acetyltransferase	{'Galactoside O-acetyltransferase': 16, 'Putative acetyltransferase': 14, 'acyltransferase': 2, 'sugar O-acetyltransferase': 65, 'Maltose O-acetyltransferase': 19}
OG0000115	histidinol-phosphate transaminase	{'Putative phenylalanine aminotransferase': 2, 'Histidinol-phosphate aminotransferase': 20, 'Histidinol-phosphate aminotransferase 2': 2, 'histidinol-phosphate transaminase': 92}
OG0000116	ATP-dependent DNA helicase	{'AAA family ATPase': 2, 'ATP-dependent DNA helicase': 88, 'Helicase IV': 23, 'DNA helicase IV': 3}
